participant_id,trial_index,answer_A,answer_B,answer_C,answer_D,selected_label,is_correct,rel_range,preference_strength,dominant_metric_area,dominant_metric_label,is_uniform,pref_group,mismatch_flag,uniform_rel_range,preference_metric
l10_338,3,0.0,0.0,0.1666666666666666,0.2,B,0,2.1818181818181825,0.36363636363636453,answer_D,D,False,mismatch,True,0.15,skip_rate
l10_338,4,0.0,0.0,0.0,0.5,D,0,4.0,4.0,answer_D,D,False,matching,False,0.15,skip_rate
l10_338,5,0.8,0.5714285714285714,0.4,0.5,B,0,0.7044025157232705,0.4025157232704404,answer_A,A,False,mismatch,True,0.15,skip_rate
l10_338,6,0.2,0.3333333333333333,0.25,0.6,B,0,1.1566265060240963,0.7710843373493976,answer_D,D,False,mismatch,True,0.15,skip_rate
l10_338,7,0.3333333333333333,0.4615384615384615,0.375,0.4,A,1,0.3266639444671295,0.15679869334422203,answer_B,B,False,mismatch,True,0.15,skip_rate
l10_338,8,0.5555555555555556,0.5454545454545454,0.125,0.5,C,0,0.997805413313826,0.023408924652523925,answer_A,A,False,mismatch,True,0.15,skip_rate
l10_338,10,0.4,0.5,0.5,0.5,A,1,0.21052631578947364,0.0,answer_B,B,False,mismatch,True,0.15,skip_rate
l10_338,11,0.3333333333333333,0.6,0.75,0.25,A,1,1.0344827586206897,0.31034482758620696,answer_C,C,False,mismatch,True,0.15,skip_rate
l10_338,12,0.2307692307692307,0.4285714285714285,0.5833333333333334,0.5,A,1,0.809248554913295,0.1912769311613243,answer_C,C,False,mismatch,True,0.15,skip_rate
l10_338,13,0.0,0.0,0.5,0.0,A,1,4.0,4.0,answer_C,C,False,mismatch,True,0.15,skip_rate
l10_338,14,0.0,0.5,0.5,0.5,A,1,1.3333333333333333,0.0,answer_B,B,False,mismatch,True,0.15,skip_rate
l10_338,15,0.25,0.4,0.5714285714285714,0.5384615384615384,A,1,0.7305650952232282,0.07492975335622852,answer_C,C,False,mismatch,True,0.15,skip_rate
l10_338,16,0.5,0.5555555555555556,0.3333333333333333,0.6666666666666666,C,0,0.6486486486486487,0.21621621621621612,answer_D,D,False,mismatch,True,0.15,skip_rate
l10_338,17,0.1,0.4444444444444444,0.1818181818181818,0.3333333333333333,C,0,1.3002859866539564,0.4194470924690182,answer_B,B,False,mismatch,True,0.15,skip_rate
l10_338,18,0.3333333333333333,0.4285714285714285,0.1428571428571428,0.2857142857142857,A,1,0.9600000000000002,0.31999999999999984,answer_B,B,False,mismatch,True,0.15,skip_rate
l10_338,19,0.25,0.75,0.5,0.4285714285714285,A,1,1.0370370370370372,0.5185185185185186,answer_B,B,False,mismatch,True,0.15,skip_rate
l10_338,20,0.0,0.2,0.5,0.5,A,1,1.6666666666666667,0.0,answer_C,C,False,mismatch,True,0.15,skip_rate
l10_338,21,0.6,0.6666666666666666,0.1428571428571428,0.6666666666666666,A,1,1.0091743119266057,0.0,answer_B,B,False,mismatch,True,0.15,skip_rate
l10_338,22,0.2,0.0,0.8,0.0,A,1,3.2,2.4000000000000004,answer_C,C,False,mismatch,True,0.15,skip_rate
l10_338,23,0.4,0.3333333333333333,0.5,0.375,A,1,0.4145077720207254,0.24870466321243517,answer_C,C,False,mismatch,True,0.15,skip_rate
l10_338,24,0.6,0.4285714285714285,0.625,0.3333333333333333,B,0,0.5871779508687838,0.050329538645895795,answer_C,C,False,mismatch,True,0.15,skip_rate
l10_338,26,0.6,0.5,0.5,0.0,B,0,1.4999999999999998,0.24999999999999994,answer_A,A,False,mismatch,True,0.15,skip_rate
l10_338,27,0.5,0.0,0.5,0.5,A,1,1.3333333333333333,0.0,answer_A,A,False,matching,False,0.15,skip_rate
