participant_id,trial_index,answer_A,answer_B,answer_C,answer_D,selected_label,is_correct,rel_range,preference_strength,dominant_metric_area,dominant_metric_label,is_uniform,pref_group,mismatch_flag,uniform_rel_range,preference_metric
L41_408,3,0.1666666666666666,0.3333333333333333,0.5,0.5,A,1,0.888888888888889,0.0,answer_C,C,False,mismatch,True,0.1,skip_rate
L41_408,4,0.0,0.0,0.5,0.4285714285714285,B,0,2.153846153846154,0.30769230769230804,answer_C,C,False,mismatch,True,0.1,skip_rate
L41_408,5,0.2,0.4285714285714285,0.6666666666666666,0.5,A,1,1.039787798408488,0.37135278514588854,answer_C,C,False,mismatch,True,0.1,skip_rate
L41_408,6,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,A,1,0.5714285714285715,0.0,answer_A,A,False,matching,False,0.1,skip_rate
L41_408,7,0.0,0.5,0.4285714285714285,0.0,A,1,2.153846153846154,0.30769230769230804,answer_B,B,False,mismatch,True,0.1,skip_rate
L41_408,8,0.4545454545454545,0.6666666666666666,0.625,0.625,A,1,0.35782747603833875,0.07028753993610218,answer_B,B,False,mismatch,True,0.1,skip_rate
L41_408,9,0.0,0.5,0.6,0.5714285714285714,A,1,1.435897435897436,0.0683760683760684,answer_C,C,False,mismatch,True,0.1,skip_rate
L41_408,10,0.3333333333333333,0.6,0.5714285714285714,0.5,A,1,0.5320665083135392,0.05700712589073636,answer_B,B,False,mismatch,True,0.1,skip_rate
L41_408,11,0.25,0.6666666666666666,0.6428571428571429,0.6923076923076923,A,1,0.785685237901586,0.045546970313135454,answer_D,D,False,mismatch,True,0.1,skip_rate
L41_408,12,0.25,0.7777777777777778,0.7777777777777778,0.3333333333333333,A,1,0.987012987012987,0.0,answer_B,B,False,mismatch,True,0.1,skip_rate
L41_408,13,0.6,0.7777777777777778,0.2727272727272727,0.4166666666666667,C,0,0.9772782799902272,0.34400195455656,answer_B,B,False,mismatch,True,0.1,skip_rate
L41_408,14,0.4444444444444444,0.7142857142857143,0.4285714285714285,0.4285714285714285,A,1,0.566929133858268,0.5354330708661419,answer_B,B,False,mismatch,True,0.1,skip_rate
L41_408,15,0.7142857142857143,0.5,0.5833333333333334,0.4444444444444444,D,0,0.48141592920353987,0.23362831858407077,answer_A,A,False,mismatch,True,0.1,skip_rate
L41_408,16,0.0,0.3,0.1666666666666666,0.4,A,1,1.8461538461538465,0.46153846153846173,answer_D,D,False,mismatch,True,0.1,skip_rate
L41_408,17,0.4285714285714285,0.6,0.5,0.3333333333333333,A,1,0.5728900255754477,0.21483375959079282,answer_B,B,False,mismatch,True,0.1,skip_rate
L41_408,18,0.25,0.4,0.4,0.2,A,1,0.64,0.0,answer_B,B,False,mismatch,True,0.1,skip_rate
L41_408,19,0.0,0.5555555555555556,0.6,0.5,A,1,1.4496644295302015,0.10738255033557037,answer_C,C,False,mismatch,True,0.1,skip_rate
L41_408,20,0.4,0.0,0.6666666666666666,0.0,A,1,2.5,0.9999999999999998,answer_C,C,False,mismatch,True,0.1,skip_rate
L41_408,21,0.0,0.3333333333333333,0.5,0.3333333333333333,B,0,1.7142857142857144,0.5714285714285716,answer_C,C,False,mismatch,True,0.1,skip_rate
L41_408,22,0.0,0.75,0.6,1.0,A,1,1.702127659574468,0.425531914893617,answer_D,D,False,mismatch,True,0.1,skip_rate
L41_408,23,0.0,0.5,1.0,0.0,A,1,2.6666666666666665,1.3333333333333333,answer_C,C,False,mismatch,True,0.1,skip_rate
L41_408,24,0.0,0.3333333333333333,0.6666666666666666,0.5,A,1,1.7777777777777777,0.44444444444444436,answer_C,C,False,mismatch,True,0.1,skip_rate
L41_408,25,0.1428571428571428,0.4,0.2857142857142857,0.5714285714285714,A,1,1.2244897959183676,0.4897959183673468,answer_D,D,False,mismatch,True,0.1,skip_rate
L41_408,26,0.0,0.2857142857142857,0.4,0.5,A,1,1.6867469879518073,0.33734939759036137,answer_D,D,False,mismatch,True,0.1,skip_rate
