participant_id,trial_index,answer_A,answer_B,answer_C,answer_D,selected_label,is_correct,rel_range,preference_strength,dominant_metric_area,dominant_metric_label,is_uniform,pref_group,mismatch_flag,uniform_rel_range,preference_metric
l10_338,3,1616.3333333333333,1596.0,1555.8,1651.75,B,0,0.059783017863772214,0.022066859989667564,answer_D,D,True,uniform,False,0.1,mean_max_fix_pupil_size
l10_338,4,1640.5,1751.5,1662.5,1676.0,D,0,0.06596835301983509,0.04487036624322116,answer_B,B,True,uniform,False,0.1,mean_max_fix_pupil_size
l10_338,5,1718.0,1725.6666666666667,1652.0,1591.75,B,0,0.08010068661291733,0.00458572692494615,answer_B,B,True,uniform,False,0.1,mean_max_fix_pupil_size
l10_338,6,1614.25,1662.5,1675.6666666666667,1572.5,B,0,0.06324474131214962,0.00807162288151833,answer_C,C,True,uniform,False,0.1,mean_max_fix_pupil_size
l10_338,7,1345.0,1585.0,1376.6,1448.6666666666667,A,1,0.16680373918382002,0.09475379073080882,answer_B,B,False,mismatch,True,0.1,mean_max_fix_pupil_size
l10_338,8,1373.75,1481.2,1464.571428571429,1398.5,C,0,0.07516586031881661,0.011632395321558336,answer_B,B,True,uniform,False,0.1,mean_max_fix_pupil_size
l10_338,10,1454.0,1407.5,1383.0,1587.5,A,1,0.14026063100137173,0.09156378600823045,answer_D,D,False,mismatch,True,0.1,mean_max_fix_pupil_size
l10_338,11,1557.5,1466.5,1534.0,1333.3333333333333,A,1,0.1522009731809438,0.01595564105465656,answer_A,A,False,matching,False,0.1,mean_max_fix_pupil_size
l10_338,12,1472.6,1374.125,1230.8,1289.0,A,1,0.18022836006540544,0.07339945309115296,answer_A,A,False,matching,False,0.1,mean_max_fix_pupil_size
l10_338,13,1613.0,1390.0,1490.0,1284.0,A,1,0.22779989613986498,0.08516531071490394,answer_A,A,False,matching,False,0.1,mean_max_fix_pupil_size
l10_338,14,1487.5,1529.0,1549.0,1372.0,A,1,0.1192421052631579,0.013473684210526317,answer_C,C,False,mismatch,True,0.1,mean_max_fix_pupil_size
l10_338,15,1493.888888888889,1335.5555555555557,1362.6666666666667,1307.3333333333333,A,1,0.13569047378523091,0.09544398424083238,answer_A,A,False,matching,False,0.1,mean_max_fix_pupil_size
l10_338,16,1313.0,1306.25,1322.5,1415.0,C,0,0.08120595510337425,0.06907173192700798,answer_D,D,True,uniform,False,0.1,mean_max_fix_pupil_size
l10_338,17,1472.4444444444443,1405.2,1437.6666666666667,1429.875,C,0,0.04681793985012563,0.02421350821726583,answer_A,A,True,uniform,False,0.1,mean_max_fix_pupil_size
l10_338,18,1285.3333333333333,1403.75,1259.0,1344.2,A,1,0.10940457332531328,0.045008928093419005,answer_B,B,False,mismatch,True,0.1,mean_max_fix_pupil_size
l10_338,19,1405.3333333333333,1368.0,1256.5,1213.25,A,1,0.14654226997472855,0.02848196830745262,answer_A,A,False,matching,False,0.1,mean_max_fix_pupil_size
l10_338,20,1385.6666666666667,1332.25,1433.0,1332.0,A,1,0.07368341059351013,0.0345314993540542,answer_C,C,True,uniform,False,0.1,mean_max_fix_pupil_size
l10_338,21,1412.5,1305.0,1366.1666666666667,1426.0,A,1,0.08784560469477887,0.009800955895698469,answer_D,D,True,uniform,False,0.1,mean_max_fix_pupil_size
l10_338,22,1358.0,1407.5,1298.0,1343.5,A,1,0.08100610319955613,0.03661919733678565,answer_B,B,True,uniform,False,0.1,mean_max_fix_pupil_size
l10_338,23,1261.0,1218.6666666666667,1299.3333333333333,1343.6,A,1,0.0975546272075377,0.03456578039797497,answer_D,D,True,uniform,False,0.1,mean_max_fix_pupil_size
l10_338,24,1173.5,1339.5,1328.3333333333333,1224.25,B,0,0.13108065869347066,0.008817674831789753,answer_B,B,False,matching,False,0.1,mean_max_fix_pupil_size
l10_338,26,1301.0,1397.0,1333.0,1357.5,B,0,0.07126287464043797,0.029321703628096874,answer_B,B,True,uniform,False,0.1,mean_max_fix_pupil_size
l10_338,27,1446.0,1399.0,1249.0,1297.0,A,1,0.1461695418289742,0.03487293637544055,answer_A,A,False,matching,False,0.1,mean_max_fix_pupil_size
l10_338,28,1161.142857142857,1377.0,1183.375,1272.8333333333333,A,1,0.1728810286859798,0.08342758664252836,answer_B,B,False,mismatch,True,0.1,mean_max_fix_pupil_size
l10_338,29,1302.0,1228.428571428571,1296.8333333333333,1132.8333333333333,A,1,0.1364221117106047,0.004166586663082568,answer_A,A,False,matching,False,0.1,mean_max_fix_pupil_size
l10_338,30,1167.2,1192.3333333333333,1232.8333333333333,1178.4,A,1,0.05502958993313434,0.033956806383320645,answer_C,C,True,uniform,False,0.1,mean_max_fix_pupil_size
l10_338,31,1273.8333333333333,1202.5,1192.6666666666667,1123.1666666666667,A,1,0.12576079017841604,0.05954161304907307,answer_A,A,False,matching,False,0.1,mean_max_fix_pupil_size
l10_338,32,1254.0,1424.6666666666667,1276.5,1164.5,C,0,0.20326844195585655,0.11576274497037572,answer_B,B,False,mismatch,True,0.1,mean_max_fix_pupil_size
l10_338,33,1212.0,1206.6666666666667,1156.6,,A,1,0.04648604299912368,0.004475190661768755,answer_A,A,True,uniform,False,0.1,mean_max_fix_pupil_size
l10_338,34,1452.5,1348.0,1231.6666666666667,1341.0,A,1,0.16439715872080393,0.0777939762399578,answer_A,A,False,matching,False,0.1,mean_max_fix_pupil_size
l10_338,35,1338.75,1258.25,1346.6,1207.5,A,1,0.10801576362330369,0.006095785366232384,answer_C,C,False,mismatch,True,0.1,mean_max_fix_pupil_size
l10_338,36,1359.3333333333333,1437.0,1242.5,1157.0,A,1,0.21555733761026466,0.059791499599037755,answer_B,B,False,mismatch,True,0.1,mean_max_fix_pupil_size
l10_338,37,1272.5,1267.6666666666667,1242.0,1152.0,A,1,0.09768620165512581,0.003918257051173726,answer_A,A,True,uniform,False,0.1,mean_max_fix_pupil_size
l10_338,38,1287.6,1380.6666666666667,1252.9,1317.142857142857,A,1,0.09756328150212036,0.04850710652746032,answer_B,B,True,uniform,False,0.1,mean_max_fix_pupil_size
l10_338,39,1176.2,1224.0,1271.0,1369.3333333333333,A,1,0.15326420484604797,0.07803407046873341,answer_D,D,False,mismatch,True,0.1,mean_max_fix_pupil_size
l10_338,40,1393.25,1271.0,1172.5,1128.6666666666667,A,1,0.21314089116388346,0.09848116136611562,answer_A,A,False,matching,False,0.1,mean_max_fix_pupil_size
l10_338,41,1219.3333333333333,1275.8333333333333,1183.0,1262.0,A,1,0.07516615498802329,0.01120070173071078,answer_B,B,True,uniform,False,0.1,mean_max_fix_pupil_size
l10_338,42,1287.0,1421.5,,1361.0,A,1,0.09915223000368596,0.044600073719130114,answer_B,B,True,uniform,False,0.1,mean_max_fix_pupil_size
l10_338,43,1344.6,,,,A,1,0.0,0.0,answer_A,A,True,uniform,False,0.1,mean_max_fix_pupil_size
l10_338,44,1432.0,1367.0,,1406.5,A,1,0.04636785162287481,0.018190464867435502,answer_A,A,True,uniform,False,0.1,mean_max_fix_pupil_size
l10_338,45,1346.5,1367.0,1185.6,1426.0,B,0,0.18057876847383153,0.04431841655555764,answer_D,D,False,mismatch,True,0.1,mean_max_fix_pupil_size
l10_338,46,1170.6666666666667,1210.0,1270.0,1253.0,A,1,0.08102780232479091,0.013867174223370266,answer_C,C,True,uniform,False,0.1,mean_max_fix_pupil_size
l10_338,48,1228.75,1256.25,1174.2,1240.0,A,1,0.06699052906596992,0.013267472240365775,answer_B,B,True,uniform,False,0.1,mean_max_fix_pupil_size
l10_338,49,1315.3333333333333,1170.5,1161.25,1126.0,A,1,0.15866752797807143,0.12137507201843667,answer_A,A,False,matching,False,0.1,mean_max_fix_pupil_size
l10_338,50,1184.5,1177.6,1270.2,1269.75,A,1,0.07556022480390867,0.0003671933170816662,answer_C,C,True,uniform,False,0.1,mean_max_fix_pupil_size
